arquivo,TRWET_medio
MGMC.2009.107.trop,186.63159722222224
MGMC.2009.108.trop,146.67651515151513
MGMC.2009.113.trop,209.5
MGMC.2009.114.trop,207.00416666666666
MGMC.2009.115.trop,243.25381944444447
MGMC.2009.116.trop,275.16468253968253
MGMC.2009.117.trop,285.00208333333336
MGMC.2009.118.trop,240.21493055555553
MGMC.2009.119.trop,208.82083333333333
MGMC.2009.120.trop,210.37847222222223
MGMC.2009.121.trop,238.49791666666664
MGMC.2009.122.trop,201.27534722222222
MGMC.2009.123.trop,150.07118055555554
MGMC.2009.124.trop,174.24027777777778
MGMC.2009.125.trop,206.2701388888889
MGMC.2009.126.trop,177.17881944444446
MGMC.2009.127.trop,170.64791666666667
MGMC.2009.128.trop,167.1704861111111
MGMC.2009.129.trop,161.91250000000002
MGMC.2009.130.trop,183.7357638888889
MGMC.2009.131.trop,170.69930555555555
MGMC.2009.132.trop,150.91284722222224
MGMC.2009.133.trop,147.23368055555557
MGMC.2009.134.trop,156.0079861111111
MGMC.2009.135.trop,211.3621527777778
MGMC.2009.136.trop,252.9920138888889
MGMC.2009.137.trop,248.68576388888889
MGMC.2009.138.trop,217.096875
MGMC.2009.139.trop,157.37777777777777
MGMC.2009.140.trop,137.62996254681647
MGMC.2009.141.trop,114.30695652173912
MGMC.2009.142.trop,112.49166666666666
MGMC.2009.143.trop,158.13333333333333
MGMC.2009.145.trop,111.42361111111111
MGMC.2009.146.trop,119.95243055555557
MGMC.2009.147.trop,115.39722222222223
MGMC.2009.148.trop,142.26979166666666
MGMC.2009.149.trop,173.89479166666666
MGMC.2009.150.trop,172.6326388888889
MGMC.2009.151.trop,185.87708333333333
MGMC.2009.152.trop,260.10625000000005
MGMC.2009.153.trop,244.15972222222223
MGMC.2009.154.trop,160.94687499999998
MGMC.2009.155.trop,179.93090277777776
MGMC.2009.156.trop,178.96249999999998
MGMC.2009.157.trop,139.99618055555555
MGMC.2009.158.trop,148.17881944444446
MGMC.2009.159.trop,142.38125000000002
MGMC.2009.160.trop,143.97743055555554
MGMC.2009.161.trop,151.03854166666667
MGMC.2009.162.trop,167.56849315068493
MGMC.2009.164.trop,188.19756944444444
MGMC.2009.165.trop,167.25520833333334
MGMC.2009.166.trop,153.32210144927538
MGMC.2009.167.trop,150.6704861111111
MGMC.2009.168.trop,188.1277777777778
MGMC.2009.169.trop,158.58809523809524
MGMC.2009.170.trop,152.47465277777778
MGMC.2009.172.trop,97.83229166666666
MGMC.2009.173.trop,92.637012987013
MGMC.2009.174.trop,133.4402777777778
MGMC.2009.175.trop,161.64409722222223
MGMC.2009.176.trop,169.52708333333334
MGMC.2009.180.trop,113.38055555555555
MGMC.2009.181.trop,110.09754901960785
MGMC.2009.182.trop,97.53090277777778
MGMC.2009.183.trop,94.67013888888889
MGMC.2009.184.trop,87.70104166666667
MGMC.2009.185.trop,112.33159722222223
MGMC.2009.186.trop,133.97916666666666
MGMC.2009.187.trop,153.82743055555557
MGMC.2009.188.trop,155.1236111111111
MGMC.2009.189.trop,156.54652777777778
MGMC.2009.190.trop,177.8482638888889
MGMC.2009.191.trop,154.23854166666666
MGMC.2009.192.trop,167.9246527777778
MGMC.2009.193.trop,188.25868055555554
MGMC.2009.194.trop,181.80617283950616
MGMC.2009.195.trop,151.62465277777778
MGMC.2009.196.trop,114.9954861111111
MGMC.2009.197.trop,137.02083333333334
MGMC.2009.198.trop,122.72500000000001
MGMC.2009.199.trop,121.97638888888888
MGMC.2009.200.trop,107.74756944444444
MGMC.2009.201.trop,127.9673611111111
MGMC.2009.202.trop,145.89444444444445
MGMC.2009.203.trop,139.11493055555556
MGMC.2009.204.trop,136.06076388888889
MGMC.2009.205.trop,127.3079861111111
MGMC.2009.206.trop,146.14791666666667
MGMC.2009.208.trop,80.26909722222223
MGMC.2009.209.trop,84.12291666666667
MGMC.2009.210.trop,83.59861111111111
MGMC.2009.211.trop,75.83576388888889
MGMC.2009.212.trop,77.00243055555556
MGMC.2009.213.trop,126.09305555555557
MGMC.2009.214.trop,151.09479166666668
MGMC.2009.215.trop,125.40590277777778
MGMC.2009.216.trop,112.0675799086758
MGMC.2009.217.trop,85.65208333333334
MGMC.2009.218.trop,82.86388888888888
MGMC.2009.219.trop,79.12152777777777
MGMC.2009.220.trop,75.67916666666666
MGMC.2009.221.trop,96.23680555555556
MGMC.2009.222.trop,110.83819444444445
MGMC.2009.223.trop,115.27083333333333
MGMC.2009.224.trop,138.6638888888889
MGMC.2009.225.trop,130.88090277777778
MGMC.2009.226.trop,136.43159722222222
MGMC.2009.227.trop,138.02881944444445
MGMC.2009.228.trop,135.265625
MGMC.2009.229.trop,124.28854166666666
MGMC.2009.230.trop,132.96493055555555
MGMC.2009.231.trop,145.40729166666668
MGMC.2009.232.trop,141.79305555555555
MGMC.2009.233.trop,170.2923611111111
MGMC.2009.234.trop,217.62604166666668
MGMC.2009.235.trop,213.51666666666668
MGMC.2009.236.trop,207.765625
MGMC.2009.237.trop,194.76041666666666
MGMC.2009.238.trop,237.3465277777778
MGMC.2009.239.trop,227.4559027777778
MGMC.2009.240.trop,213.54618055555557
MGMC.2009.241.trop,166.35555555555555
MGMC.2009.242.trop,146.0909722222222
MGMC.2009.243.trop,174.81319444444443
MGMC.2009.244.trop,193.2388888888889
MGMC.2009.245.trop,208.48541666666668
MGMC.2009.246.trop,175.59423076923076
MGMC.2009.247.trop,180.43854166666668
MGMC.2009.248.trop,232.35520833333334
MGMC.2009.249.trop,244.84791666666666
MGMC.2009.250.trop,264.19062499999995
MGMC.2009.251.trop,230.52881944444445
MGMC.2009.252.trop,189.60520833333334
MGMC.2009.253.trop,144.58125
MGMC.2009.254.trop,139.5284722222222
MGMC.2009.255.trop,147.44131944444445
MGMC.2009.256.trop,138.53020833333332
MGMC.2009.257.trop,141.52777777777777
MGMC.2009.258.trop,166.58854166666666
MGMC.2009.259.trop,175.16666666666666
MGMC.2009.260.trop,161.72951388888887
MGMC.2009.261.trop,178.3827868852459
MGMC.2009.262.trop,182.06284722222222
MGMC.2009.263.trop,212.97256944444445
MGMC.2009.264.trop,225.617316017316
MGMC.2009.265.trop,273.0621527777778
MGMC.2009.266.trop,284.10868055555557
MGMC.2009.267.trop,255.18888888888887
MGMC.2009.268.trop,231.2147435897436
MGMC.2009.269.trop,182.79861111111111
MGMC.2009.270.trop,137.67708333333334
MGMC.2009.271.trop,123.6830985915493
MGMC.2009.272.trop,124.3152777777778
MGMC.2009.273.trop,183.10381944444444
MGMC.2009.274.trop,225.35312499999998
MGMC.2009.275.trop,209.80902777777777
MGMC.2009.276.trop,190.99965277777778
MGMC.2009.277.trop,225.91111111111113
MGMC.2009.278.trop,229.15972222222223
MGMC.2009.279.trop,225.153125
MGMC.2009.280.trop,246.5548611111111
MGMC.2009.281.trop,258.6579861111111
MGMC.2009.282.trop,278.3565972222222
MGMC.2009.283.trop,230.70347222222225
MGMC.2009.284.trop,177.51006944444444
MGMC.2009.285.trop,165.83958333333334
MGMC.2009.286.trop,184.45520833333333
MGMC.2009.287.trop,222.66527777777776
MGMC.2009.288.trop,213.60590277777777
MGMC.2009.289.trop,214.1423076923077
MGMC.2009.290.trop,258.4166666666667
MGMC.2009.291.trop,253.8486111111111
MGMC.2009.292.trop,243.97500000000002
MGMC.2009.293.trop,278.1798611111111
MGMC.2009.294.trop,280.68541666666664
MGMC.2009.295.trop,270.4017361111111
MGMC.2009.296.trop,276.59547038327526
MGMC.2009.297.trop,246.17326388888887
MGMC.2009.298.trop,238.1638888888889
MGMC.2009.299.trop,294.2291666666667
MGMC.2009.300.trop,308.178125
MGMC.2009.301.trop,322.12395833333335
MGMC.2009.302.trop,318.5621527777778
MGMC.2009.303.trop,312.4010416666667
MGMC.2009.304.trop,293.77916666666664
MGMC.2009.305.trop,293.44375
MGMC.2009.306.trop,277.796875
MGMC.2009.307.trop,266.3011111111111
MGMC.2009.308.trop,268.64756944444446
MGMC.2009.309.trop,212.56423611111111
MGMC.2009.310.trop,209.7940972222222
MGMC.2009.311.trop,209.9701388888889
MGMC.2009.312.trop,230.36111111111111
MGMC.2009.313.trop,267.79548611111113
MGMC.2009.314.trop,288.45416666666665
MGMC.2009.315.trop,299.6458333333333
MGMC.2009.316.trop,271.0552083333333
MGMC.2009.320.trop,185.94713375796178
MGMC.2009.321.trop,270.27743055555555
MGMC.2009.322.trop,266.4586805555556
MGMC.2009.327.trop,127.94756944444445
MGMC.2009.361.trop,310.58159722222223
MGMC.2009.362.trop,320.4326388888889
MGMC.2009.363.trop,321.5805555555555
MGMC.2009.364.trop,323.4038194444445
MGMC.2010.001.trop,285.40694444444443
MGMC.2010.002.trop,193.35208333333333
MGMC.2010.003.trop,175.62118055555555
MGMC.2010.004.trop,195.05208333333334
MGMC.2010.005.trop,192.84559585492227
MGMC.2010.006.trop,195.91770833333334
MGMC.2010.007.trop,286.7868055555556
MGMC.2010.008.trop,242.33506944444446
MGMC.2010.009.trop,212.41006944444445
MGMC.2010.010.trop,149.32986111111111
MGMC.2010.011.trop,190.44965277777777
MGMC.2010.012.trop,201.52187500000002
MGMC.2010.013.trop,218.7527777777778
MGMC.2010.014.trop,239.9013888888889
MGMC.2010.015.trop,243.7565972222222
MGMC.2010.016.trop,212.65243055555555
MGMC.2010.017.trop,160.04513888888889
MGMC.2010.018.trop,161.28819444444446
MGMC.2010.019.trop,210.97083333333333
MGMC.2010.020.trop,192.07916666666668
MGMC.2010.021.trop,203.76805555555555
MGMC.2010.022.trop,248.65798611111111
MGMC.2010.023.trop,271.60868055555557
MGMC.2010.024.trop,247.01701388888887
MGMC.2010.025.trop,214.5809027777778
MGMC.2010.026.trop,236.65486111111113
MGMC.2010.027.trop,188.58020833333333
MGMC.2010.028.trop,188.98229166666667
MGMC.2010.029.trop,193.3
MGMC.2010.030.trop,179.96006944444446
MGMC.2010.031.trop,164.70347222222222
MGMC.2010.032.trop,155.7527777777778
MGMC.2010.033.trop,156.93506944444445
MGMC.2010.034.trop,171.53715277777778
MGMC.2010.035.trop,183.15590277777778
MGMC.2010.036.trop,214.37118055555555
MGMC.2010.037.trop,214.98854166666666
MGMC.2010.038.trop,233.63715277777777
MGMC.2010.039.trop,242.98784722222223
MGMC.2010.040.trop,250.01145833333334
MGMC.2010.041.trop,270.32222222222225
MGMC.2010.042.trop,224.4995260663507
MGMC.2010.043.trop,210.5892361111111
MGMC.2010.044.trop,183.078125
MGMC.2010.045.trop,203.9107638888889
MGMC.2010.046.trop,194.42777777777778
MGMC.2010.047.trop,213.94425087108013
MGMC.2010.048.trop,208.0201388888889
MGMC.2010.049.trop,188.63854166666667
MGMC.2010.050.trop,200.74513888888887
MGMC.2010.053.trop,220.84924242424242
MGMC.2010.054.trop,228.98958333333334
MGMC.2010.055.trop,218.7940972222222
MGMC.2010.056.trop,227.42118055555557
MGMC.2010.057.trop,281.33784722222225
MGMC.2010.058.trop,292.21180555555554
MGMC.2010.059.trop,293.51423611111113
MGMC.2010.060.trop,307.9586805555556
MGMC.2010.061.trop,316.45902777777775
MGMC.2010.062.trop,330.66979166666664
MGMC.2010.063.trop,328.09965277777775
MGMC.2010.064.trop,313.0201388888889
MGMC.2010.065.trop,298.3857638888889
MGMC.2010.066.trop,280.73854166666666
MGMC.2010.067.trop,289.74583333333334
MGMC.2010.068.trop,292.2555555555556
MGMC.2010.069.trop,305.0329861111111
MGMC.2010.070.trop,299.6173611111111
MGMC.2010.071.trop,267.92604166666666
MGMC.2010.072.trop,236.7427027027027
MGMC.2010.073.trop,241.92291666666668
MGMC.2010.074.trop,197.29852941176472
MGMC.2010.075.trop,191.24826388888889
MGMC.2010.076.trop,180.3764705882353
MGMC.2010.077.trop,220.94150943396227
MGMC.2010.078.trop,240.89877300613497
MGMC.2010.079.trop,225.95381944444443
MGMC.2010.080.trop,248.10833333333332
MGMC.2010.081.trop,289.0159722222222
MGMC.2010.082.trop,298.3541666666667
MGMC.2010.084.trop,243.0076388888889
MGMC.2010.085.trop,218.06284722222222
MGMC.2010.086.trop,194.3097222222222
MGMC.2010.087.trop,200.38958333333332
MGMC.2010.088.trop,198.2173076923077
MGMC.2010.089.trop,240.34583333333336
MGMC.2010.090.trop,298.7593220338983
MGMC.2010.091.trop,307.69895833333334
MGMC.2010.092.trop,302.3777777777778
MGMC.2010.093.trop,299.73749999999995
MGMC.2010.094.trop,306.31597222222223
MGMC.2010.095.trop,298.7892361111111
MGMC.2010.096.trop,295.27430555555554
MGMC.2010.097.trop,220.83368055555556
MGMC.2010.098.trop,96.23772241992883
MGMC.2010.099.trop,106.92013888888889
MGMC.2010.100.trop,124.68263888888889
MGMC.2010.101.trop,119.30624999999999
MGMC.2010.102.trop,119.06597222222223
MGMC.2010.103.trop,126.796875
MGMC.2010.104.trop,167.20937500000002
MGMC.2010.105.trop,164.1951388888889
MGMC.2010.106.trop,216.9142361111111
MGMC.2010.107.trop,228.3190972222222
MGMC.2010.108.trop,209.65243055555555
MGMC.2010.109.trop,173.20104166666667
MGMC.2010.110.trop,155.4673611111111
MGMC.2010.111.trop,142.99513888888887
MGMC.2010.112.trop,145.1847222222222
MGMC.2010.113.trop,154.6986111111111
MGMC.2010.114.trop,145.31354166666668
MGMC.2010.115.trop,151.65798611111111
MGMC.2010.116.trop,161.82743055555557
MGMC.2010.117.trop,152.71354166666666
MGMC.2010.118.trop,157.23402777777778
MGMC.2010.119.trop,192.11770833333333
MGMC.2010.120.trop,208.8284697508897
MGMC.2010.125.trop,129.2736111111111
MGMC.2010.126.trop,173.26909722222223
MGMC.2010.127.trop,186.39791666666667
MGMC.2010.128.trop,174.7840277777778
MGMC.2010.129.trop,176.60069444444446
MGMC.2010.130.trop,212.01979166666666
MGMC.2010.131.trop,245.49930555555557
MGMC.2010.132.trop,219.95347222222222
MGMC.2010.133.trop,200.4454861111111
MGMC.2010.134.trop,159.27499999999998
MGMC.2010.135.trop,179.76597222222222
MGMC.2010.136.trop,131.60729166666667
MGMC.2010.137.trop,116.78715277777776
MGMC.2010.138.trop,146.53645833333334
MGMC.2010.139.trop,181.096875
MGMC.2010.140.trop,223.94652777777776
MGMC.2010.141.trop,172.45416666666668
MGMC.2010.142.trop,173.8930769230769
MGMC.2010.143.trop,187.0921052631579
MGMC.2010.144.trop,194.5128472222222
MGMC.2010.145.trop,204.75550458715594
MGMC.2010.146.trop,183.53968253968253
MGMC.2010.147.trop,132.93124999999998
MGMC.2010.148.trop,156.6378472222222
MGMC.2010.149.trop,137.83229166666666
MGMC.2010.150.trop,140.62118055555555
MGMC.2010.151.trop,150.6763888888889
MGMC.2010.152.trop,194.55277777777778
MGMC.2010.153.trop,193.2423611111111
MGMC.2010.154.trop,200.7736111111111
MGMC.2010.155.trop,147.07881944444443
MGMC.2010.156.trop,156.92395833333333
MGMC.2010.157.trop,187.21979166666668
MGMC.2010.158.trop,166.42118055555557
MGMC.2010.159.trop,174.91006944444445
MGMC.2010.160.trop,136.5125
MGMC.2010.161.trop,115.23090277777777
MGMC.2010.162.trop,118.03923611111112
MGMC.2010.163.trop,110.34479166666667
MGMC.2010.164.trop,90.87222222222222
MGMC.2010.165.trop,71.07152777777777
MGMC.2010.166.trop,75.39166666666667
MGMC.2010.167.trop,84.78583333333333
MGMC.2010.168.trop,59.39930555555556
MGMC.2010.169.trop,48.11944444444444
MGMC.2010.172.trop,93.08958333333334
MGMC.2010.173.trop,102.45347222222222
MGMC.2010.174.trop,102.55694444444445
MGMC.2010.175.trop,120.15451388888889
MGMC.2010.176.trop,140.8607638888889
MGMC.2010.177.trop,107.67083333333333
MGMC.2010.179.trop,98.62922077922077
MGMC.2010.180.trop,91.04895833333333
MGMC.2010.182.trop,76.07777777777778
MGMC.2010.183.trop,157.21840277777778
MGMC.2010.184.trop,131.86805555555554
MGMC.2010.185.trop,131.13
MGMC.2010.186.trop,138.02162162162162
